Date,Impressions,Installations,Uninstallations,Total Current Users,"Data From June 12, 2013 To October 31, 2018.
Uninstallation data is only available after April 25, 2016"
2018-06-14,2347,15,13,1811,
2018-06-15,2235,8,8,1805,
2018-06-16,2321,6,9,1806,
2018-06-17,2254,13,6,1775,
2018-06-18,2579,11,8,1787,
2018-06-19,2636,8,7,1772,
2018-06-20,2305,8,6,1785,
2018-06-21,2374,10,5,1804,
2018-06-22,2239,12,7,1817,
2018-06-23,2277,12,7,1808,
2018-06-24,2446,8,6,1800,
2018-06-25,2502,10,8,1788,
2018-06-26,2340,9,8,1786,
2018-06-27,2429,9,5,1787,
2018-06-28,2428,11,6,1761,
2018-06-29,2589,14,9,1740,
2018-06-30,2301,11,7,1745,
2018-07-01,2503,12,7,1814,
2018-07-02,2670,13,7,1804,
2018-07-03,2442,9,4,1765,
2018-07-04,2395,14,7,1759,
2018-07-05,2347,14,5,1754,
2018-07-06,2341,8,9,1739,
2018-07-07,2355,18,16,1754,
2018-07-08,2424,13,9,1708,
2018-07-09,2563,14,5,1697,
2018-07-10,2696,18,10,1690,
2018-07-11,2586,15,11,1676,
2018-07-12,2377,8,3,1664,
2018-07-13,2444,9,3,1669,
2018-07-14,2404,5,2,1656,
2018-07-15,2316,11,10,1665,
2018-07-16,2809,10,5,1674,
2018-07-17,2827,12,9,1679,
2018-07-18,2732,13,7,1664,
2018-07-19,2766,12,13,1700,
2018-07-20,2740,10,9,1683,
2018-07-21,2523,18,12,1671,
2018-07-22,2586,14,14,1681,
2018-07-23,2933,13,6,1662,
2018-07-24,2669,10,8,1663,
2018-07-25,2713,14,12,1671,
2018-07-26,2754,9,8,1680,
2018-07-27,2634,9,11,1666,
2018-07-28,2806,13,6,1692,
2018-07-29,2766,17,20,1667,
2018-07-30,3346,11,4,1681,
2018-07-31,2964,13,5,1722,
2018-08-01,3003,23,16,1746,
2018-08-02,3113,23,11,1725,
2018-08-03,2797,21,8,1736,
2018-08-04,2728,10,8,1730,
2018-08-05,2920,12,13,1721,
2018-08-06,2999,10,7,1731,
2018-08-07,3188,20,15,1738,
2018-08-08,3073,10,9,1727,
2018-08-09,3138,19,9,1719,
2018-08-10,2847,9,13,1734,
2018-08-11,2662,12,6,1733,
2018-08-12,2874,10,9,1752,
2018-08-13,3107,15,12,1774,
2018-08-14,3155,11,15,1769,
2018-08-15,2880,11,9,1755,
2018-08-16,3143,18,12,1751,
2018-08-17,3264,24,13,1751,
2018-08-18,3431,15,13,1736,
2018-08-19,3159,15,14,1756,
2018-08-20,3414,13,13,1744,
2018-08-21,3482,20,13,1748,
2018-08-22,3186,7,7,1742,
2018-08-23,2994,16,11,1756,
2018-08-24,2741,15,9,1758,
2018-08-25,2661,14,9,1774,
2018-08-26,2664,7,10,1777,
2018-08-27,2867,14,6,1756,
2018-08-28,2809,14,9,1780,
2018-08-29,2754,10,7,1792,
2018-08-30,2717,12,13,1786,
2018-08-31,2908,13,13,1768,
2018-09-01,3412,7,7,1775,
2018-09-02,3150,10,6,1776,
2018-09-03,2962,11,9,1788,
2018-09-04,2718,12,11,1808,
2018-09-05,2697,15,9,1815,
2018-09-06,2718,12,11,1806,
2018-09-07,2814,14,9,1797,
2018-09-08,2906,16,18,1803,
2018-09-09,3124,15,18,1804,
2018-09-10,3014,16,8,1811,
2018-09-11,3010,6,9,1823,
2018-09-12,2927,8,11,1823,
2018-09-13,2982,12,10,1829,
2018-09-14,3425,14,19,1836,
2018-09-15,3360,25,19,1849,
2018-09-16,3011,19,13,1845,
2018-09-17,2579,12,9,1873,
2018-09-18,2550,8,7,1875,
2018-09-19,2618,15,11,1873,
2018-09-20,2920,20,15,1870,
2018-09-21,2602,16,13,1859,
2018-09-22,2753,20,15,1875,
2018-09-23,2895,13,13,1867,
2018-09-24,2645,9,3,1860,
2018-09-25,2728,6,7,1854,
2018-09-26,2547,12,9,1869,
2018-09-27,2214,8,6,1854,
2018-09-28,2079,13,8,1864,
2018-09-29,2130,11,6,1869,
2018-09-30,2141,11,12,1866,
2018-10-01,1860,8,9,1848,
2018-10-02,1680,12,5,1872,
2018-10-03,1799,15,17,1905,
2018-10-04,1593,12,11,1879,
2018-10-05,1616,10,9,1885,
2018-10-06,1881,15,9,1885,
2018-10-07,1927,16,11,1846,
2018-10-08,1753,12,10,1867,
2018-10-09,1754,12,12,1878,
2018-10-10,1803,13,9,1860,
2018-10-11,1755,8,5,1863,
2018-10-12,1676,10,4,1856,
2018-10-13,1956,6,10,1859,
2018-10-14,2013,6,6,1844,
2018-10-15,1890,7,8,1852,
2018-10-16,1900,12,13,1850,
2018-10-17,1900,9,5,1829,
2018-10-18,1869,10,9,1843,
2018-10-19,1769,10,11,1846,
2018-10-20,2000,6,6,1846,
2018-10-21,2051,6,6,1846,
2018-10-22,1893,7,7,1838,
2018-10-23,2070,14,9,1851,
2018-10-24,1902,7,2,1866,
2018-10-25,1928,14,11,1874,
2018-10-26,1894,10,10,1864,
2018-10-27,2037,11,11,1859,
2018-10-28,2216,15,11,1859,
2018-10-29,2363,11,7,1873,
2018-10-30,2150,12,11,1873,
2018-10-31,2200,10,9,1868,
